"ISSN","ISSN_L","ISSN_IN_DOAJ","ISSN_IN_ROAD","ISSN_IN_PMC","ISSN_IN_OAPC","ISSN_IN_WOS","ISSN_IN_SCOPUS","JOURNAL_IN_DOAJ","JOURNAL_IN_ROAD","JOURNAL_IN_PMC","JOURNAL_IN_OAPC","JOURNAL_IN_WOS","JOURNAL_IN_SCOPUS","TITLE","TITLE_SOURCE"
"1591-0709","1591-0709",0,1,0,0,0,0,0,1,0,0,0,0,"Working paper.","ROAD"
"1592-5927","1592-5927",0,1,0,0,0,1,0,1,0,0,0,1,"Annali di studi religiosi.","ROAD"
"1594-378X","1594-378X",0,1,0,0,0,0,0,1,0,0,0,0,"Artifara.","ROAD"
"1598-1711","1598-1711",0,1,0,0,0,0,0,1,0,0,0,0,"Daehanisikakoeji (Online)","ROAD"
"1598-6462","1598-6462",0,1,0,0,0,0,0,1,0,0,0,0,"Corrosion science and technology","ROAD"
"1598-849X","1598-849X",0,1,0,0,0,0,0,1,0,0,0,0,"Han-gukkeompyuteojeongbohakoe nonmunji","ROAD"
"1607-1069","1607-1069",0,1,0,0,0,0,0,1,0,0,0,0,"The College of the Bahamas research journal.","ROAD"
"1607-2073","1607-2073",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of science and technology.","ROAD"
"1608-411X","1608-411X",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of Bhutan studies.","ROAD"
"1608-4217","1608-4217",0,1,0,0,0,1,0,1,0,0,0,1,"Online journal of biological sciences.","ROAD"
"1609-1558","1609-1558",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of Chittagong Medical College Teacher's Association.","ROAD"
"1609-9117","1609-9117",0,1,0,0,0,1,0,1,0,0,0,1,"Revista de investigaciones veterinarias del Perú.","ROAD"
"1634-8176","1634-8176",0,1,0,0,0,0,0,1,0,0,0,0,"Santé, société et solidarité.","ROAD"
"1641-1307","1641-1307",0,1,0,0,1,1,0,1,0,0,1,1,"Dendrobiology.","ROAD"
"1642-1817","1642-1817",0,1,0,0,0,0,0,1,0,0,0,0,"Hydroacoustics.","ROAD"
"1642-3402","1642-3402",0,1,0,0,1,1,0,1,0,0,1,1,"Annals of Animal Science.","ROAD"
"1643-3750","1234-1010",0,1,1,0,1,1,0,1,1,1,1,1,"Medical science monitor.","ROAD"
"1643-6539","1643-6539",0,1,0,0,0,0,0,1,0,0,0,0,"Annales Academiae Paedagogicae Cracoviensis.","ROAD"
"1645-7250","1645-7250",0,1,0,0,1,1,0,1,0,0,1,1,"Revista lusófona de educação.","ROAD"
"1647-1571","0872-1904",0,1,0,0,0,0,0,1,0,0,0,1,"Portugaliae electrochimica acta.","ROAD"
"1647-6700","1646-2890",0,1,0,0,0,1,0,1,0,0,0,1,"Revista portuguesa de estomatologia, medicina dentária e cirurgia maxilofacial.","ROAD"
"1652-4772","1652-4772",0,1,0,0,0,0,0,1,0,0,0,0,"Sjuttonhundratal.","ROAD"
"1713-5435","1710-0712",0,1,0,0,0,0,0,1,0,0,0,0,"The journal of aboriginal health.","ROAD"
"1715-0868","1715-0868",0,1,0,0,1,1,0,1,0,0,1,1,"Contributions to discrete mathematics.","ROAD"
"1715-7978","1715-7978",0,1,0,0,0,0,0,1,0,0,0,0,"Jung.","ROAD"
"1715-9997","1715-9997",0,1,0,0,0,0,0,1,0,0,0,0,"Canadian journal of pure & applied sciences.","ROAD"
"1718-2301","1718-2301",0,1,0,0,0,0,0,1,0,0,0,0,"The linguistics journal.","ROAD"
"1718-4770","1718-4770",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of contemporary issues in education.","ROAD"
"1722-8557","1722-8557",0,1,0,0,0,0,0,1,0,0,0,0,"Questioni e documenti.","ROAD"
"1724-5230","1724-5230",0,1,0,0,0,0,0,1,0,0,0,0,"Studi Linguistici e Filologici Online.","ROAD"
"1724-7640","1724-7640",0,1,0,0,0,0,0,1,0,0,0,0,"La Ginnastica medica, medicina fisica, scienze motorie e riabilitative.","ROAD"
"1726-7544","1726-7544",0,1,0,0,0,1,0,1,0,0,0,1,"Majallah-i diyābit va līpīd-i Īrān","ROAD"
"1726-9792","1726-9784",0,1,0,0,0,0,0,1,0,0,0,0,"Rossijskij bioterapevtičeskij žurnal.","ROAD"
"1727-2602","1727-2602",0,1,0,0,0,0,0,1,0,0,0,0,"Journal für Urologie und Urogynäkologie.","ROAD"
"1727-7361","1024-0675",0,1,0,0,0,0,0,1,0,0,0,0,"Revista de la Sociedad boliviana de pediatría.","ROAD"
"1732-2170","1732-2170",0,1,0,0,0,0,0,1,0,0,0,0,"Studia Bibliologiczne Akademii Świętokrzyskiej.","ROAD"
"1734-025X","0208-5607",0,1,0,0,0,0,0,1,0,0,0,0,"Annales Academiae Medicae Silesiensis.","ROAD"
"1734-3801","1734-3801",0,1,0,0,0,0,0,1,0,0,0,0,"Media, Kultura, Komunikacja Społeczna.","ROAD"
"1734-8412","1734-8412",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of Achievements in Materials and Manufacturing Engineering.","ROAD"
"1735-0328","1726-6882",0,0,1,0,1,1,0,1,1,0,1,1,"Iranian journal of pharmaceutical research.","ROAD"
"1735-1391","1735-1391",0,1,0,0,0,1,0,1,0,0,0,1,"Shiraz E medical journal.","ROAD"
"1773-0023","1773-0023",0,1,0,0,0,0,0,1,0,0,0,0,"Les Travaux du CREC en ligne.","ROAD"
"1773-0236","1773-0236",0,1,0,0,0,0,0,1,0,0,0,0,"Perspectives internationales et européennes.","ROAD"
"1774-8003","1774-8003",0,1,0,0,0,0,0,1,0,0,0,0,"Cahiers de la recherche sur l'éducation et les savoirs.","ROAD"
"1775-3945","1634-8176",0,1,0,0,0,0,0,1,0,0,0,0,"Santé, société et solidarité.","ROAD"
"1775-4224","0996-9403",0,1,0,0,0,0,0,1,0,0,0,0,"Revue d'histoire des chemins de fer.","ROAD"
"1776-0755","1776-0755",0,1,0,0,0,0,0,1,0,0,0,0,"Bibliothèque électronique de Port-Royal.","ROAD"
"1776-3150","1776-3150",0,1,0,0,0,0,0,1,0,0,0,0,"Lianes.","ROAD"
"1777-540X","1287-2431",0,1,0,0,0,0,0,1,0,0,0,0,"Revue d'histoire de l'enfance ""irrégulière"".","ROAD"
"1778-4239","1778-4239",0,1,0,0,0,0,0,1,0,0,0,0,"Les Enjeux de l'information et de la communication.","ROAD"
"1783-3914","1783-3914",0,1,0,0,0,1,0,1,0,0,0,1,"European Journal of Oncology Pharmacy.","ROAD"
"1785-0703","1785-0703",0,1,0,0,0,0,0,1,0,0,0,0,"A perifériáról a centrum világirodalmi áramlás a 20. század középső évtizedeitől","ROAD"
"1787-2413","1586-8850",0,1,0,0,1,1,0,1,0,0,1,1,"Miskolc mathematical notes a publications of the University of Miskolc","ROAD"
"1787-372X","1787-372X",0,1,0,0,0,0,0,1,0,0,0,0,"Acta sociologica pécsi szociológiai szemle ","ROAD"
"1788-1579","1788-1579",0,1,0,0,0,0,0,1,0,0,0,0,"Acta Academiae Paedagogicae Agriensis. testnevelés, sport, egészségturizmus ","ROAD"
"1789-770X","1417-0604",0,1,0,0,0,0,0,1,0,0,0,0,"Repüléstudományi közlemények online folyóirat ","ROAD"
"2394-6202","2394-6202",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of advances in production and mechanical engineering.","ROAD"
"2394-627X","2394-627X",0,1,0,0,0,0,0,1,0,0,0,0,"Abhiyantriki : an international journal of engineering & technology.","ROAD"
"2394-6954","2394-6954",0,1,0,0,0,0,0,1,0,0,0,0,"Karnataka anaesthesia journal.","ROAD"
"2394-7152","2394-7152",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of medical & dental case reports.","ROAD"
"2394-7357","2394-7357",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of novel research in civil structural and earth sciences.","ROAD"
"2394-7373","2394-7365",0,1,0,0,0,0,0,1,0,0,0,0,"RDIAS journal of information technology and computer applications.","ROAD"
"2394-7888","2394-7888",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of humanities in technical education.","ROAD"
"2394-806X","2394-806X",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of health research and medico legal practice.","ROAD"
"2394-9481","2394-9481",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of medical sciences and health.","ROAD"
"2394-9570","2321-1210",0,1,0,0,0,0,0,1,0,0,0,0,"Suresh Gyan Vihar University, international journal of environment, science and technology.","ROAD"
"2394-9724","2394-9724",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of law, education, social and sports studies.","ROAD"
"2394-9899","2349-5960",0,1,0,0,0,0,0,1,0,0,0,0,"Approaches.","ROAD"
"2395-0056","2395-0072",0,1,0,0,0,0,0,1,0,0,0,0,"International research journal of engineering and technology.","ROAD"
"2395-0307","2395-0307",0,1,0,0,0,0,0,1,0,0,0,0,"New clinician.","ROAD"
"2460-1470","2460-1470",0,1,0,0,0,0,0,1,0,0,0,0,"Jurnal riset pendidikan.","ROAD"
"2460-1497","2460-1497",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of EST (Educational Science And Technology).","ROAD"
"2460-2159","2460-2159",0,1,0,0,0,0,0,1,0,0,0,0,"Prosiding penelitian keuangan dan perbankan syariah.","ROAD"
"2460-3910","2460-3910",0,1,0,0,0,0,0,1,0,0,0,0,"Lentera: jurnal komunikasi dan sosial keagamaan.","ROAD"
"2460-4488","2460-0555",0,1,0,0,0,0,0,1,0,0,0,0,"Veritas et justitia: jurnal ilmu hukum.","ROAD"
"2460-5875","2460-5875",0,1,0,0,0,0,0,1,0,0,0,0,"Jurnal penelitian ekosistem dipterokarpa.","ROAD"
"2460-6367","1410-6094",0,1,0,0,0,0,0,1,0,0,0,0,"Tesa arsitektur.","ROAD"
"2460-6448","2460-6448",0,1,0,0,0,0,0,1,0,0,0,0,"Prosiding psikologi.","ROAD"
"2460-6510","2460-6510",0,1,0,0,0,0,0,1,0,0,0,0,"Prosiding hubungan masyarakat.","ROAD"
"2460-7312","2460-7312",0,1,0,0,0,0,0,1,0,0,0,0,"Komunitas : international journal of indonesian society and culture.","ROAD"
"2460-8122","1978-3345",0,1,0,0,0,0,0,1,0,0,0,0,"Jurnal EECCIS (Electrics, Electronics, Communications, Controls, Informatics, Systems).","ROAD"
"2460-9471","2460-9471",0,1,0,0,0,0,0,1,0,0,0,0,"Jurnal manajemen dan bisnis Indonesia.","ROAD"
"2460-9927","2460-9927",0,1,0,0,0,0,0,1,0,0,0,0,"Jurnal Prima Edukasia.","ROAD"
"2461-0623","2461-0623",0,1,0,0,0,0,0,1,0,0,0,0,"Journal Industrial Servicess.","ROAD"
"2461-0925","2461-0925",0,1,0,0,0,0,0,1,0,0,0,0,"Muamalah: jurnal hukum ekonomi syariah.","ROAD"
"2462-2613","2462-2613",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of design processes.","ROAD"
"2462-358X","1135-1039",0,1,0,0,0,0,0,1,0,0,0,0,"Annals del periodisme català.","ROAD"
"1975-0587","1226-0134",0,0,0,0,0,0,0,1,0,0,0,0,"The Journal of Korean society of occupational therapy","ROAD"
"2014-1319","2013-2298",0,0,0,0,0,0,0,1,0,0,0,0,"Revista d'innovació docent universitària.","ROAD"
"2001-5453","2001-6980",0,0,0,0,0,0,0,1,0,0,0,0,"International journal of solution-focused practices","ROAD"
"2037-4909","1124-1896",0,0,0,0,0,0,0,1,0,0,1,1,"Il Nuovo cimento C.","ROAD"
"2059-1403","0809-7259",0,0,0,0,0,0,0,1,0,0,0,0,"IMP journal.","ROAD"
"2064-7573","2064-7565",0,0,0,0,0,0,0,1,0,0,0,0,".studiolo a Kubinyi András Történész Műhely folyóirata ","ROAD"
"2081-1632","1731-5379",0,0,0,0,0,1,0,1,0,0,0,1,"Current Gynecologic Oncology.","ROAD"
"2081-1853","1644-1885",0,0,0,0,0,0,0,1,0,0,0,0,"Annales Universitatis Paedagogicae Cracoviensis.","ROAD"
"2108-5196","1634-0744",0,0,0,0,0,0,0,1,0,0,1,1,"Carnets de géologie.","ROAD"
"2160-1577","2160-1593",0,0,0,0,0,1,0,1,0,0,0,1,"CrossTalk","ROAD"
"2145-4604","0120-3347",0,0,0,0,0,0,0,1,0,0,0,1,"Colombian journal of anesthesiology.","ROAD"
"2183-9514","1646-3439",0,0,0,0,0,0,0,1,0,0,0,0,"Revista portuguesa de endocrinologia, diabetes e metabolismo =.","ROAD"
"2186-859X","0369-4232",0,0,0,0,0,0,0,1,0,0,0,1,"Acoustical science and technology.","ROAD"
"2198-6797","2198-6789",0,0,0,0,0,0,0,1,0,0,0,0,"Wissenschaftliche Schriftenreihe Chemnitzer Fügetechnik.","ROAD"
"2230-861X","2230-7761",0,0,0,0,0,0,0,1,0,0,0,0,"Journal of advances in drug research.","ROAD"
"2231-2463","2230-9519",0,0,0,0,0,0,0,1,0,0,0,0,"International journal of management and business studies.","ROAD"
"2223-4292","2223-4306",0,0,0,0,0,1,0,1,0,0,0,1,"Quantitative imaging in medicine and surgery.","ROAD"
"2249-9261","2231-606X",0,0,0,0,0,0,0,1,0,0,0,0,"Research journal of chemical sciences.","ROAD"
"2250-1029","2249-6084",0,0,0,0,0,1,0,1,0,0,0,1,"International journal of pharmaceutical and phytopharmacological research.","ROAD"
"2236-8035","2236-8027",0,0,0,0,0,0,0,1,0,0,0,0,"Archives of Oral Research.","ROAD"
"2238-3603","1807-0302",0,0,0,0,0,0,0,1,0,0,1,1,"Computational & Applied Mathematics.","ROAD"
"2264-7899","2264-0754",0,0,0,0,0,0,0,1,0,0,0,0,"Journal franco-vietnamien de pneumologie.","ROAD"
"2256-0122","2256-0114",0,0,0,0,0,0,0,1,0,0,0,0,"Proceedings of the International Conference Innovative Materials, Structures un Technologies.","ROAD"
"2278-7542","2278-571X",0,0,0,0,0,0,0,1,0,0,0,0,"Journal of community nutrition and health.","ROAD"
"1313-9495","1313-9495",0,1,0,0,0,0,0,1,0,0,0,0,"Advanced studies in biology.","ROAD"
"1314-0744","1314-0744",0,1,0,0,0,0,0,1,0,0,0,0,"International Electronic Journal of Pure and Applied Mathematics.","ROAD"
"1314-3352","1314-3352",0,1,0,0,0,0,0,1,0,0,0,0,"Littera et Lingua.","ROAD"
"1314-4006","1314-4006",0,1,0,0,0,0,0,1,0,0,0,0,"Digital Presentation and Preservation of Cultural and Scientific Heritage.","ROAD"
"1314-5606","1314-5606",0,1,0,0,0,0,0,1,0,0,0,0,"Philosophia.","ROAD"
"1314-6351","1314-6351",0,1,0,0,0,0,0,1,0,0,0,0,"Avtoreferati na disertacii.","ROAD"
"1314-6416","1314-6416",0,1,0,0,0,0,0,1,0,0,0,0,"International Journal Information Models & Analyses.","ROAD"
"1314-7218","1314-684X",0,1,0,0,0,0,0,1,0,0,0,0,"Biomath.","ROAD"
"1314-7234","1313-2563",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of International Scientific Publications : Ecology & Safety.","ROAD"
"1314-751X","1314-751X",0,1,0,0,0,0,0,1,0,0,0,0,"Pure Mathematical Sciences.","ROAD"
"1314-7579","1312-8876",0,1,0,0,0,0,0,1,0,0,0,1,"International Journal of Mathematical Analysis.","ROAD"
"1314-8680","0007-3938",0,1,0,0,0,0,0,1,0,0,0,0,"Spisanie na Bʺlgarskoto geologičesko družestvo.","ROAD"
"1314-9571","1314-9571",0,1,0,0,0,0,0,1,0,0,0,0,"Ûridičesko obrazovanie.","ROAD"
"1321-0122","1321-0122",0,1,0,0,0,1,0,1,0,0,0,1,"The international journal of transpersonal studies","ROAD"
"1339-4797","1339-472X",0,1,0,0,0,0,0,1,0,0,0,0,"European journal of environmental and safety sciences.","ROAD"
"1347-3409","1345-4676",0,1,0,0,1,1,0,1,0,0,1,1,"Journal of Nippon Medical School.","ROAD"
"1347-6114","1342-4580",0,1,0,0,0,1,0,1,0,0,1,1,"Plant biotechnology.","ROAD"
"1348-9585","1341-9145",0,1,1,0,1,1,0,1,1,0,1,1,"Journal of occupational health.","ROAD"
"1360-7898","1360-7898",0,1,0,0,0,0,0,1,0,0,0,0,"Social research update.","ROAD"
"1390-681X","1390-681X",0,1,0,0,0,0,0,1,0,0,0,0,"Cienciamérica.","ROAD"
"1390-8073","1390-8073",0,1,0,0,0,0,0,1,0,0,0,0,"Revista Científica Interdiscilpinaria.","ROAD"
"1390-8480","1390-8480",0,1,0,0,0,0,0,1,0,0,0,0,"Revista Latinoamericana de Perinatología. (En línea)","ROAD"
"1390-8898","1390-8898",0,1,0,0,0,0,0,1,0,0,0,0,"Espeactum.","ROAD"
"1390-9290","1390-9290",0,1,0,0,0,0,0,1,0,0,0,0,"El diario FICAYA Emprende.","ROAD"
"1392-4095","1392-4095",0,1,0,0,0,0,0,1,0,0,0,0,"Acta historica universitatis Klaipedensis.","ROAD"
"1392-561X","1392-561X",0,1,0,0,0,0,0,1,0,0,0,0,"Filologija.","ROAD"
"1406-0701","1406-0701",0,1,0,0,0,0,0,1,0,0,0,0,"Interlitteraria","ROAD"
"1414-5685","1414-5685",0,1,0,0,0,0,0,1,0,0,0,0,"Revista Brasileira de Informática na Educação.","ROAD"
"1419-3310","1419-3310",0,1,0,0,0,0,0,1,0,0,0,0,"Tabula a Néprajzi Múzeum online folyóirata = the online journal of the Museum of Ethnography","ROAD"
"1427-9657","1427-9657",0,1,0,0,0,0,0,1,0,0,0,0,"Eastern Review.","ROAD"
"1439-880X","1439-880X",0,1,0,0,0,0,0,1,0,0,0,0,"Zeitschrift für Wirtschafts- und Unternehmensethik.","ROAD"
"1447-8986","1447-8986",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of the Association for the Study of Australian Literature","ROAD"
"1450-5444","1450-5444",0,1,0,0,0,1,0,1,0,0,0,1,"Novi Sad Journal of Mathematics.","ROAD"
"1450-9148","1450-9148",0,1,0,0,0,0,0,1,0,0,0,0,"Sabornost.","ROAD"
"1451-740X","1451-740X",0,1,0,0,0,0,0,1,0,0,0,0,"Facta Universitatis. Series:","ROAD"
"1467-1255","1467-1255",0,1,0,0,0,1,0,1,0,0,0,1,"Romanticism on the Net.","ROAD"
"1476-9433","1476-9433",0,1,1,0,0,1,0,1,1,0,0,1,"Medical immunology.","ROAD"
"1499-1845","1499-1845",0,1,0,0,0,0,0,1,0,0,0,0,"Canadian journal of career development.","ROAD"
"1509-5770","0587-4254",0,1,0,0,1,0,0,1,0,0,1,1,"Acta Physica Polonica. B.","ROAD"
"1516-5388","1516-5388",0,1,0,0,0,0,0,1,0,0,0,0,"Educação Matemática Pesquisa.","ROAD"
"1516-9286","1516-9286",0,1,0,0,0,0,0,1,0,0,0,0,"Caderno Espaço Feminino.","ROAD"
"1517-5545","1517-5545",0,1,0,0,0,0,0,1,0,0,0,0,"Revista Brasileira de Terapia Comportamental e Cognitiva.","ROAD"
"1519-0994","1519-0994",0,1,0,0,0,0,0,1,0,0,0,0,"Interfaces Brasil/Canadá.","ROAD"
"1526-2359","1073-2748",0,1,0,0,0,1,0,1,0,0,1,1,"Cancer control","ROAD"
"1531-2984","1531-2984",0,1,0,0,0,1,0,1,0,0,0,1,"The Internet journal of pulmonary medicine","ROAD"
"1539-8706","1539-8706",0,1,0,0,0,1,0,1,0,0,0,1,"Journal of international women's studies","ROAD"
"1540-8760","1540-8760",0,1,0,0,0,0,0,1,0,0,0,0,"Cuneiform digital library bulletin","ROAD"
"1545-5556","1545-5556",0,1,0,0,0,1,0,1,0,0,0,1,"The electronic journal of human sexuality","ROAD"
"1551-2754","1551-2754",0,1,0,0,0,0,0,1,0,0,0,0,"Southern spaces","ROAD"
"1554-3897","1554-3897",0,1,0,0,0,0,0,1,0,0,0,0,"African journal of criminology and justice studies","ROAD"
"1557-2625","1557-2625",0,1,0,0,1,1,0,1,0,0,1,1,"The journal of the American Board of Family Medicine","ROAD"
"1558-9250","1558-9250",0,1,0,0,1,1,0,1,0,0,1,1,"Journal of engineered fibers and fabrics","ROAD"
"1559-4076","1559-4076",0,1,0,0,0,1,0,1,0,0,0,1,"AMIA Annual Symposium proceedings.","ROAD"
"1559-8020","1559-8020",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of transdisciplinary research","ROAD"
"1560-6139","1560-6139",0,1,0,0,0,0,0,1,0,0,0,0,"Persona.","ROAD"
"1561-0713","1561-0713",0,1,0,0,0,1,0,1,0,0,0,1,"The journal of cetacean research and management.","ROAD"
"2394-0417","2394-0417",0,1,0,0,0,0,0,1,0,0,0,0,"ELK Asia Pacific journal of leadership and innovation management.","ROAD"
"2394-0425","2394-0425",0,1,0,0,0,0,0,1,0,0,0,0,"ELK Asia Pacific journal of manufacturing science and engineering.","ROAD"
"2394-0743","2394-0735",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of research in applied mathematics.","ROAD"
"2394-0816","2394-0816",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of applied control, electrical and electronics engineering.","ROAD"
"2394-1065","2394-1065",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of computer systems.","ROAD"
"2394-1766","2394-1766",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of advanced research in engineering, science & management.","ROAD"
"2394-2770","2394-2762",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of management research and analysis.","ROAD"
"2394-3343","2394-3343",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of innovative and emerging research in engineering.","ROAD"
"2394-4498","2394-4498",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of animal, veterinary, fishery and allied sciences.","ROAD"
"2394-4986","2394-4986",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of gynecology & clinical practices.","ROAD"
"2394-6210","2394-6202",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of advances in production and mechanical engineering.","ROAD"
"2394-6598","2394-6598",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of emerging technology and innovative engineering.","ROAD"
"2394-7365","2394-7365",0,1,0,0,0,0,0,1,0,0,0,0,"RDIAS journal of information technology and computer applications.","ROAD"
"2394-8124","2394-8124",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of management engineering and information technology.","ROAD"
"2394-9414","2394-9414",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of medical research and pharmaceutical sciences.","ROAD"
"2395-0269","2395-0269",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of applied and universal research.","ROAD"
"2395-1877","2395-1877",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of multidisciplinary research review.","ROAD"
"2395-2555","2395-2555",0,1,0,0,0,0,0,1,0,0,0,0,"European journal of psychology and educational studies.","ROAD"
"2395-5287","2395-5287",0,1,0,0,0,0,0,1,0,0,0,0,"GRENZE international journal of engineering and technology.","ROAD"
"2395-6887","2395-6887",0,1,0,0,0,0,0,1,0,0,0,0,"IOSI journal of microbiology, biotechnology and food science.","ROAD"
"2395-7794","2395-7786",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of progresses in engineering, management, science and humanities.","ROAD"
"2398-0605","1475-1674",0,1,0,0,0,0,0,1,0,0,0,0,"The journal of the Sylvia Townsend Warner Society.","ROAD"
"2398-3361","2398-3361",0,1,0,0,0,0,0,1,0,0,0,0,"Nuclear medicine and biomedical imaging.","ROAD"
"2398-7340","2398-7340",0,1,0,0,0,0,0,1,0,0,0,0,"EPiC series in computing.","ROAD"
"2398-9289","2398-9289",0,1,0,0,0,0,0,1,0,0,0,0,"British journal of innovation in science and technology.","ROAD"
"2399-5130","2399-5130",0,1,0,0,0,0,0,1,0,0,0,0,"The Senator George J. Mitchell Institute for Global Peace, Security and Justice working paper series.","ROAD"
"2399-7397","2399-7397",0,1,0,0,0,0,0,1,0,0,0,0,"Global imaging insights.","ROAD"
"2399-7540","2399-7540",0,1,0,0,0,0,0,1,0,0,0,0,"Scottish labour market trends.","ROAD"
"2399-8199","2399-8199",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of hepatology and gastroenterology.","ROAD"
"2405-6502","2405-6502",0,1,0,1,0,1,0,1,0,1,0,1,"eNeurologicalSci.","ROAD"
"2406-0658","1820-0222",0,1,0,0,0,0,0,1,0,0,0,0,"Management","ROAD"
"2406-0704","0032-8979",0,1,0,0,0,0,0,1,0,0,0,0,"Privredna izgradnja","ROAD"
"2406-0798","0350-6673",0,1,0,0,0,0,0,1,0,0,0,0,"Prilozi za književnost, jezik, istoriju i folklor","ROAD"
"2406-1573","1821-410X",0,1,0,0,0,0,0,1,0,0,0,0,"Functional Analysis, Approximation and Computation.","ROAD"
"2407-7100","2407-7100",0,1,0,0,0,0,0,1,0,0,0,0,"JPM17 (Jurnal Pengabdian Masyarakat).","ROAD"
"2407-8646","2407-8646",0,1,0,0,0,0,0,1,0,0,0,0,"Ahkam: Jurnal Ilmu Syariah.","ROAD"
"2408-8366","1023-1986",0,1,0,0,0,0,0,1,0,0,0,0,"Bangladesh journal of medicine.","ROAD"
"2408-851X","2075-3098",0,1,0,0,0,0,0,1,0,0,0,0,"Ḍhākā viśvavidyālaẏa bhāṣāvijnāna patrikā.","ROAD"
"2408-977X","2408-977X",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of advanced applied physics research.","ROAD"
"2409-0506","2226-3209",0,1,0,0,0,0,0,1,0,0,0,0,"Vìsnik Nacìonalʹnoï akademìï kerìvnih kadrìv kulʹturi ì mistectv.","ROAD"
"2409-2118","2313-402X",0,1,0,0,0,0,0,1,0,0,0,0,"Russkaâ starina.","ROAD"
"2409-2770","2409-2770",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of engineering works.","ROAD"
"2409-3629","2409-3629",0,1,0,0,0,0,0,1,0,0,0,0,"Engineering international.","ROAD"
"2409-4528","2409-4528",0,1,0,0,0,0,0,1,0,0,0,0,"Žurnal graždanskogo i ugolovnogo prava.","ROAD"
"2409-5508","2218-7987",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of mathematics and physics.","ROAD"
"2409-5761","2409-5761",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of advances in applied & computational mathematics.","ROAD"
"2409-6210","2409-6210",0,1,0,0,0,0,0,1,0,0,0,0,"Vestnik Vladimirskogo gosudarstvennogo universiteta im. A.G. i N.G. Stoletovyh.","ROAD"
"2409-868X","2409-868X",0,1,0,0,0,0,0,1,0,0,0,0,"Genesis: istoričeskie issledovaniâ.","ROAD"
"2409-9007","2076-8915",0,1,0,0,0,0,0,1,0,0,0,0,"Problemy razvitiâ territorii.","ROAD"
"2409-9694","2409-9694",0,1,0,0,0,0,0,1,0,0,0,0,"International journal of robotics and automation technology.","ROAD"
"2409-9848","2409-9848",0,1,0,0,0,0,0,1,0,0,0,0,"Journal of modern mechanical engineering and technology.","ROAD"
